name;first_name;age;nation;league;team;goals_selection;selections_nation;position;price;end_contract;goal_champ;assist_champ;own_goal_champ;sub_on_champ;sub_out_champ;yellow_card_champ;second_yellow_card_champ;red_card_champ;penalty_goal_champ;goal_cup;assist_cup;own_goal_cup;sub_on_cup;sub_out_cup;yellow_card_cup;second_yellow_card_cup;red_card_cup;penalty_goal_cup;goal_continent;assist_continent;own_goal_continent;sub_on_continent;sub_out_continent;yellow_card_continent;second_yellow_card_continent;red_card_continent;penalty_goal_continent
Thioub;Sada;23;France;Ligue1;NîmesOlympique;0;0;RightMidfield;5500000;3;16;12;0;33;36;12;0;0;0;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Solari;Augusto;27;Argentina;PrimeraDivisión;RacingClub;0;0;RightMidfield;5500000;3;12;21;0;28;37;15;0;1;0;0;0;0;8;2;0;0;0;0;2;0;0;4;4;2;0;0;0
Schöpf;Alessandro;24;Austria;Bundesliga;FCSchalke04;4;22;RightMidfield;5000000;3;56;35;0;42;58;31;1;0;3;0;0;0;0;0;0;0;0;0;2;0;0;6;5;1;0;0;0
LucasEvangelista;;23;Brazil;Ligue1;FCNantes;1;10;RightMidfield;5000000;5;7;6;0;27;22;9;0;0;1;1;1;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0
Fassnacht;Christian;25;Switzerland;SuperLeague;BSCYoungBoys;0;3;RightMidfield;5000000;3;77;21;0;36;66;26;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;6;2;0;0;0
Vidal;Aleix;29;Spain;LaLiga;SevillaFC;0;1;RightMidfield;5000000;4;24;26;0;44;56;22;0;0;1;3;6;0;14;6;3;0;0;0;2;7;0;3;5;3;0;0;0
Ramiro;;25;Brazil;SérieA;Corinthians;0;0;RightMidfield;5000000;4;10;8;0;13;32;43;0;2;0;0;0;0;0;0;0;0;0;0;5;4;0;0;8;5;1;1;0
Neymar;;26;Brazil;Ligue1;ParisSG;60;96;LeftWinger;180000000;4;156;100;0;31;45;63;2;2;25;21;9;0;2;6;12;0;0;3;46;29;0;1;10;24;1;0;4
Hazard;Eden;28;Belgium;PremierLeague;Chelsea;27;98;LeftWinger;150000000;2;119;100;0;56;150;23;0;0;25;22;19;0;25;11;2;0;1;5;11;19;0;14;23;3;0;0;4
Sané;Leroy;23;Germany;PremierLeague;ManCity;2;17;LeftWinger;100000000;3;50;53;0;61;70;18;0;0;0;7;5;0;3;9;2;0;0;0;10;10;0;6;11;3;0;0;0
CristianoRonaldo;;33;Portugal;SerieA;Juventus;85;154;LeftWinger;100000000;4;423;151;1;65;91;62;3;5;78;44;13;0;10;18;15;1;1;8;121;44;0;5;20;18;0;1;15
Asensio;Marco;23;Spain;LaLiga;RealMadrid;1;20;LeftWinger;80000000;5;22;32;0;45;40;15;1;0;0;10;4;0;2;8;0;0;0;1;4;2;0;19;3;1;0;0;0
Dembélé;Ousmane;21;France;LaLiga;FCBarcelona;2;21;LeftWinger;80000000;4;31;31;0;26;45;14;0;0;1;3;2;0;5;2;0;0;0;0;5;7;0;2;11;1;0;0;0
Mané;Sadio;26;Senegal;PremierLeague;Liverpool;15;58;LeftWinger;75000000;5;96;58;0;27;94;35;3;3;0;3;3;0;0;6;2;0;0;0;16;6;0;0;11;4;1;0;0
Insigne;Lorenzo;27;Italy;SerieA;SSCNapoli;4;30;LeftWinger;75000000;4;111;71;0;63;119;29;0;1;7;7;5;0;5;3;2;0;0;0;12;8;0;12;17;4;0;0;1
Martial;Anthony;23;France;PremierLeague;ManUtd;1;18;LeftWinger;60000000;6;44;23;0;48;64;8;0;0;3;11;9;0;13;8;1;0;0;1;6;3;0;15;11;4;0;0;3
Lemar;Thomas;23;France;LaLiga;AtléticoMadrid;3;14;LeftWinger;60000000;5;18;31;0;45;45;6;0;0;0;5;5;0;8;3;2;0;0;0;2;6;0;6;8;3;0;0;0
Son;Heung0min;26;Korea,South;PremierLeague;Spurs;23;72;LeftWinger;50000000;5;101;33;0;82;132;14;0;1;0;13;9;0;5;10;2;0;0;0;11;7;0;8;25;3;0;0;0
Coman;Kingsley;22;France;Bundesliga;BayernMunich;1;15;LeftWinger;50000000;5;12;15;0;48;32;4;0;0;0;1;0;0;2;4;0;0;0;0;6;9;0;11;5;1;0;0;1
Richarlison;;21;Brazil;PremierLeague;Everton;3;6;LeftWinger;45000000;5;33;17;0;18;46;16;0;2;2;3;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Sánchez;Alexis;30;Chile;PremierLeague;ManUtd;41;124;LeftWinger;45000000;4;127;82;0;76;121;50;1;1;3;17;16;0;20;29;9;0;0;0;13;14;0;12;22;12;0;0;0
Brandt;Julian;22;Germany;Bundesliga;Bay.Leverkusen;2;23;LeftWinger;40000000;3;70;64;0;57;88;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;15;11;0;0;0;0
Gnabry;Serge;23;Germany;Bundesliga;BayernMunich;4;5;LeftWinger;40000000;2;41;25;0;27;63;2;0;0;1;0;1;0;1;3;0;0;0;0;4;1;0;6;5;1;0;0;0
Oyarzabal;Mikel;21;Spain;LaLiga;RealSociedad;6;18;LeftWinger;40000000;6;28;20;0;22;43;8;0;0;2;3;1;0;1;5;1;0;0;0;2;1;1;0;3;0;0;0;0
Lozano;Hirving;23;Mexico;Eredivisie;PSVEindhoven;8;34;LeftWinger;40000000;5;64;42;0;20;46;26;1;6;4;2;0;0;1;0;1;0;0;0;11;6;0;3;2;2;0;0;0
Perisic;Ivan;29;Croatia;SerieA;Inter;22;78;LeftWinger;40000000;4;99;73;1;80;83;44;3;1;1;5;6;0;2;2;2;0;0;1;6;4;0;15;9;6;0;0;0
Hazard;Thorgan;25;Belgium;Bundesliga;Bor.M'gladbach;3;19;LeftWinger;38000000;2;59;62;0;51;72;21;0;0;17;1;0;0;1;2;3;0;0;0;6;7;0;7;10;3;0;0;2
FelipeAnderson;;25;Brazil;PremierLeague;WestHam;0;1;LeftWinger;35000000;4;40;48;0;66;62;27;0;0;1;4;6;0;6;10;2;0;0;0;6;4;0;11;7;0;0;0;0
ViníciusJúnior;;18;Brazil;LaLiga;RealMadrid;0;4;LeftWinger;35000000;7;11;7;0;29;10;9;1;0;0;3;7;0;7;3;2;0;0;0;2;1;0;2;3;0;0;0;0
Bailey;Leon;21;Jamaica;Bundesliga;Bay.Leverkusen;0;0;LeftWinger;35000000;5;23;28;0;32;48;15;1;0;1;1;2;0;0;3;1;0;0;0;4;3;0;4;3;1;0;0;1
Guedes;Gonçalo;22;Portugal;LaLiga;Valencia;3;14;LeftWinger;30000000;5;21;38;0;32;46;13;1;0;3;4;6;0;14;4;3;0;0;0;7;2;0;2;11;4;0;0;0
Bergwijn;Steven;21;Netherlands;Eredivisie;PSVEindhoven;0;3;LeftWinger;30000000;4;35;29;0;32;54;14;0;0;0;0;1;0;3;2;0;0;0;0;1;2;0;5;5;3;0;0;0
KeitaBaldé;;23;Senegal;SerieA;Inter;4;23;LeftWinger;28000000;1;54;27;0;71;56;23;2;1;2;4;7;0;6;1;2;1;0;0;1;7;0;10;6;2;0;1;0
Brahimi;Yacine;28;Algeria;LigaNOS;FCPorto;11;45;LeftWinger;26000000;1;54;38;0;45;134;29;2;1;7;8;6;0;16;16;2;1;0;0;8;8;0;3;26;1;0;0;0
Iwobi;Alex;22;Nigeria;PremierLeague;Arsenal;5;25;LeftWinger;25000000;4;22;21;0;31;56;3;0;0;0;1;3;0;5;10;1;0;0;0;5;8;1;9;9;1;0;0;0
Forsberg;Emil;27;Sweden;Bundesliga;RBLeipzig;7;42;LeftWinger;25000000;4;70;59;0;47;126;13;1;3;7;3;3;0;2;4;0;0;0;0;2;3;0;3;7;0;0;0;0
Calhanoglu;Hakan;24;Turkey;SerieA;ACMilan;9;39;LeftWinger;22000000;3;62;56;1;33;113;23;2;0;12;0;1;0;3;0;1;0;0;0;9;19;0;3;13;6;0;0;2
ElShaarawy;Stephan;26;Italy;SerieA;ASRoma;3;23;LeftWinger;22000000;2;78;28;0;76;113;11;0;0;0;7;6;0;1;5;1;0;0;0;8;6;0;13;17;2;0;0;0
Lookman;Ademola;21;England;PremierLeague;Everton;1;9;LeftWinger;20000000;3;18;9;0;39;26;5;0;0;0;3;0;0;4;2;0;0;0;0;2;0;0;1;0;1;0;0;0
Gray;Demarai;22;England;PremierLeague;Leicester;7;21;LeftWinger;20000000;3;16;13;0;79;63;9;0;0;0;2;5;0;10;5;0;0;0;0;0;0;0;4;0;0;0;0;0
Guerreiro;Raphaël;25;Portugal;Bundesliga;Bor.Dortmund;2;30;LeftWinger;20000000;2;19;22;0;27;41;8;0;0;0;0;0;0;3;0;0;0;0;0;6;2;0;3;6;2;0;0;0
BruunLarsen;Jacob;20;Denmark;Bundesliga;Bor.Dortmund;3;9;LeftWinger;20000000;3;36;29;0;8;46;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;3;5;1;0;0;1
Sarr;Ismaïla;20;Senegal;Ligue1;StadeRennais;3;20;LeftWinger;20000000;3;15;15;0;14;26;7;0;0;0;1;0;0;2;2;1;0;0;0;3;1;0;0;3;1;0;0;0
Vitolo;;29;Spain;LaLiga;AtléticoMadrid;4;12;LeftWinger;20000000;4;47;38;0;39;66;55;3;1;3;3;3;0;5;5;3;1;0;0;9;13;0;13;10;7;0;0;0
Kluivert;Justin;19;Netherlands;SerieA;ASRoma;4;7;LeftWinger;20000000;5;20;23;0;25;29;7;0;0;1;1;2;0;1;1;0;0;0;0;2;6;0;6;4;2;0;0;0
Martínez;Gonzalo;25;Argentina;MLS;AtlantaUnited;1;2;LeftWinger;20000000;;26;16;0;25;36;8;0;1;4;0;0;0;4;1;1;0;0;0;3;10;0;13;11;3;0;0;1
Carrasco;Yannick;25;Belgium;SuperLeague;DLYifang;5;34;LeftWinger;20000000;3;39;37;0;43;79;29;0;0;5;7;9;0;9;11;2;1;0;2;4;4;0;11;21;2;0;0;0
DiogoJota;;22;Portugal;PremierLeague;Wolves;8;20;LeftWinger;18000000;4;44;26;0;19;47;24;0;1;1;5;4;0;6;3;2;0;0;0;1;0;0;4;2;1;0;0;0
Redmond;Nathan;24;England;PremierLeague;Southampton;0;1;LeftWinger;18000000;3;31;33;0;87;68;13;0;1;0;5;7;0;19;7;1;0;0;0;1;1;0;2;2;0;0;0;0
Bernard;;26;Brazil;PremierLeague;Everton;1;14;LeftWinger;18000000;4;35;49;0;46;84;29;2;0;1;1;0;0;0;0;0;0;0;0;9;9;0;20;20;4;0;0;0
Nakajima;Shoya;24;Japan;LigaNOS;Portimonense;2;6;LeftWinger;18000000;2;36;33;0;47;46;12;0;0;1;1;2;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Promes;Quincy;27;Netherlands;LaLiga;SevillaFC;6;34;LeftWinger;18000000;5;96;52;0;25;32;23;1;0;14;1;2;0;0;0;0;0;0;0;3;4;0;0;4;2;0;0;0
Tadic;Dusan;30;Serbia;Eredivisie;AFCAjax;14;61;LeftWinger;18000000;4;109;122;0;29;133;44;0;0;23;3;5;0;7;6;1;0;0;2;6;6;0;3;3;3;0;0;2
dePaul;Rodrigo;24;Argentina;SerieA;UdineseCalcio;0;4;LeftWinger;18000000;5;21;24;0;41;77;31;0;2;5;1;1;0;10;6;5;0;0;0;2;1;0;1;2;0;0;0;0
Perotti;Diego;30;Argentina;SerieA;ASRoma;0;5;LeftWinger;17500000;3;35;46;0;75;100;39;1;2;13;2;3;0;12;6;1;0;0;1;9;6;0;15;11;7;0;0;3
Paulinho;;18;Brazil;Bundesliga;Bay.Leverkusen;0;0;LeftWinger;17000000;5;3;1;0;14;5;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;2;3;0;0;0;0
Cervi;Franco;24;Argentina;LigaNOS;Benfica;1;4;LeftWinger;16000000;5;13;25;0;20;49;13;0;0;0;4;3;0;3;7;1;0;0;0;4;4;0;7;9;2;0;0;0
Fraser;Ryan;24;Scotland;PremierLeague;Bournemouth;1;6;LeftWinger;15000000;2;21;33;0;60;75;13;0;0;0;6;3;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0
Elyounoussi;Mohamed;24;Norway;PremierLeague;Southampton;5;22;LeftWinger;15000000;5;78;46;1;43;65;15;0;0;3;0;0;0;0;1;1;0;0;0;5;3;0;2;5;1;1;0;0
Schürrle;André;28;Germany;PremierLeague;Fulham;22;57;LeftWinger;15000000;2;97;43;0;80;116;28;0;1;6;1;0;0;0;4;1;0;0;0;10;4;0;19;22;5;0;0;0
Bamba;Jonathan;22;France;Ligue1;LOSCLille;5;17;LeftWinger;15000000;5;21;15;0;24;22;6;0;0;5;2;2;0;5;3;1;0;0;0;0;0;0;2;0;0;0;0;0
Bolasie;Yannick;29;DRCongo;JupilerProLeague;RSCAnderlecht;9;35;LeftWinger;15000000;1;31;44;0;86;105;33;1;2;1;1;3;0;6;7;2;0;0;0;0;0;0;0;0;0;0;0;0
Kamano;François;22;Guinea;Ligue1;G.Bordeaux;5;23;LeftWinger;14000000;3;31;15;0;39;58;18;1;2;4;3;1;0;5;6;0;0;0;0;1;0;0;2;3;1;0;0;1
Ocampos;Lucas;24;Argentina;Ligue1;Marseille;3;8;LeftWinger;14000000;2;30;16;0;96;58;29;0;1;1;8;2;0;5;6;2;0;0;0;8;1;0;6;9;5;1;0;0
Trossard;Leandro;24;Belgium;JupilerProLeague;KRCGenk;0;0;LeftWinger;14000000;3;63;20;0;39;46;11;1;0;8;3;4;0;4;5;2;0;0;0;5;2;0;7;3;2;0;0;0
Izquierdo;José;26;Colombia;PremierLeague;Brighton;1;6;LeftWinger;13000000;3;49;26;0;44;77;16;1;0;0;3;2;0;6;10;2;0;0;1;1;0;0;4;7;2;0;0;0
Taison;;31;Brazil;PremierLiga;ShakhtarD.;1;8;LeftWinger;13000000;3;53;73;0;63;122;41;1;1;2;0;2;0;4;1;2;0;0;0;16;21;0;18;43;11;0;1;0
Correa;Joaquín;24;Argentina;SerieA;Lazio;1;3;LeftWinger;13000000;5;15;13;0;53;49;22;1;1;0;4;5;0;12;17;3;0;1;0;9;4;0;1;8;0;0;0;0
Pjaca;Marko;23;Croatia;SerieA;Fiorentina;1;24;LeftWinger;12500000;1;39;27;0;51;55;7;0;0;5;0;0;0;2;0;0;0;0;0;4;0;0;9;3;0;0;0;0
Bruma;;24;Portugal;Bundesliga;RBLeipzig;1;7;LeftWinger;12500000;4;27;22;0;49;59;9;1;1;4;4;9;0;4;5;3;0;0;0;4;2;0;5;9;3;0;0;0
Brekalo;Josip;20;Croatia;Bundesliga;VfLWolfsburg;0;2;LeftWinger;12000000;5;10;5;0;38;32;4;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0
Dilrosun;Javairô;20;Netherlands;Bundesliga;HerthaBSC;0;1;LeftWinger;12000000;4;3;12;0;9;12;3;0;0;0;0;0;0;2;1;0;0;0;0;1;4;0;4;2;0;0;0;0
Geubbels;Willem;17;France;Ligue1;Monaco;2;7;LeftWinger;12000000;5;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Chadli;Nacer;29;Belgium;Ligue1;Monaco;6;55;LeftWinger;12000000;3;78;56;0;60;111;20;0;0;3;11;4;0;11;12;0;0;0;1;11;7;0;9;18;1;0;0;1
Vargas;Matías;21;Argentina;PrimeraDivisión;VélezSarsfield;0;1;LeftWinger;11000000;2;14;11;0;8;21;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kostic;Filip;26;Serbia;Bundesliga;E.Frankfurt;2;28;LeftWinger;10000000;2;42;44;0;38;93;37;0;2;1;1;0;0;0;2;0;0;0;0;2;0;0;1;1;3;0;0;0
Konoplianka;Yevhen;29;Ukraine;Bundesliga;FCSchalke04;19;78;LeftWinger;10000000;2;54;42;0;85;73;31;1;1;5;1;1;0;4;2;1;0;0;0;12;12;0;12;17;5;0;0;1
Davies;Alphonso;18;Canada;Bundesliga;BayernMunich;3;9;LeftWinger;10000000;5;12;13;0;33;25;4;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;3;1;1;0;0;0
Danjuma;Arnaut;22;Netherlands;JupilerProLeague;ClubBrugge;1;2;LeftWinger;10000000;4;30;23;0;25;26;5;0;0;1;2;1;0;1;1;0;0;0;0;1;0;0;2;1;0;0;0;0
Onyekuru;Henry;21;Nigeria;SüperLig;Galatasaray;0;7;LeftWinger;10000000;1;46;11;0;18;24;11;0;0;2;3;0;0;2;1;1;0;0;0;0;0;0;4;1;1;0;0;0
Horta;Ricardo;24;Portugal;LigaNOS;Braga;0;1;LeftWinger;10000000;4;33;22;0;54;76;17;0;0;2;4;1;0;9;15;3;1;0;0;2;2;0;4;3;0;0;0;0
Morales;JoséLuis;31;Spain;LaLiga;Levante;0;0;LeftWinger;10000000;3;34;26;0;15;72;24;1;0;4;2;2;0;4;2;1;0;0;1;0;0;0;0;0;0;0;0;0
Jony;;27;Spain;LaLiga;Alavés;0;0;LeftWinger;10000000;1;32;34;0;29;76;23;1;0;3;1;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Muniain;Iker;26;Spain;LaLiga;Athletic;0;1;LeftWinger;10000000;6;43;24;0;69;110;49;0;1;1;4;2;0;12;8;7;0;0;0;6;11;0;10;18;8;0;0;0
Sisto;Pione;23;Denmark;LaLiga;CeltadeVigo;1;21;LeftWinger;10000000;3;33;26;0;59;86;10;0;0;1;5;0;0;5;4;0;0;0;0;6;0;0;4;7;0;0;0;0
Rodrygo;;18;Brazil;SérieA;SantosFC;1;2;LeftWinger;10000000;4;8;3;0;7;14;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;1;0;0;0
Radonjic;Nemanja;22;Serbia;Ligue1;Marseille;0;9;LeftWinger;9000000;5;15;15;0;41;22;11;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;5;0;0;0;0
Terrier;Martin;21;France;Ligue1;OlympiqueLyon;7;11;LeftWinger;9000000;4;6;4;0;28;11;3;0;0;0;4;0;0;4;2;4;0;0;0;0;0;0;1;1;0;0;0;0
Ayew;André;29;Ghana;SüperLig;Fenerbahce;14;77;LeftWinger;9000000;1;82;35;1;56;92;53;1;1;5;7;4;0;8;7;2;0;0;0;7;5;0;7;4;9;0;0;1
Wanderson;;24;Brazil;PremierLiga;Krasnodar;0;0;LeftWinger;9000000;4;18;26;0;69;53;12;0;2;0;0;1;0;2;2;0;0;0;0;1;2;0;1;5;1;0;0;0
Gervinho;;31;Coted'Ivoire;SerieA;Parma;22;84;LeftWinger;9000000;3;86;75;0;61;107;27;0;3;0;13;0;0;4;7;3;0;0;0;13;5;0;13;11;2;0;0;0
Rodrigues;Garry;28;CapeVerde;ProfessionalLeague;Ittihad;4;26;LeftWinger;9000000;5;44;43;0;44;58;26;1;1;6;9;4;0;6;8;2;1;0;1;3;3;0;1;2;3;0;0;0
Gaitán;Nico;30;Argentina;SuperLeague;DLYifang;2;19;LeftWinger;8500000;2;41;73;0;71;103;27;0;0;0;11;18;0;13;30;10;0;0;0;8;22;0;11;29;11;2;0;0
Murphy;Josh;23;England;PremierLeague;Cardiff;1;3;LeftWinger;8000000;4;38;31;0;71;59;18;0;0;1;16;5;0;6;10;1;0;0;0;0;0;0;0;0;0;0;0;0
Tait;Flavien;25;France;Ligue1;SCOAngers;0;0;LeftWinger;8000000;4;17;23;0;24;55;9;2;0;0;0;3;0;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0
Sliti;Naïm;26;Tunisia;Ligue1;Dijon;6;28;LeftWinger;8000000;4;16;19;0;41;70;10;0;0;2;5;7;0;7;7;0;0;0;1;0;0;0;0;0;0;0;0;0
Gradel;Max;31;Coted'Ivoire;Ligue1;Toulouse;11;64;LeftWinger;8000000;3;84;37;0;88;78;44;1;2;21;6;7;0;6;12;5;0;0;2;0;1;0;0;0;1;0;0;0
Barco;Ezequiel;19;Argentina;MLS;AtlantaUnited;0;8;LeftWinger;8000000;4;9;5;0;22;24;6;0;0;1;4;4;0;9;8;4;0;0;3;0;0;0;0;0;0;0;0;0
Vitinho;;25;Brazil;SérieA;Flamengo;2;4;LeftWinger;8000000;4;42;30;0;43;72;26;0;1;3;0;0;0;0;0;0;0;0;0;3;1;0;11;10;1;0;0;1
Pedraza;Alfonso;22;Spain;LaLiga;Villarreal;0;11;LeftWinger;7500000;3;18;18;0;31;63;14;1;0;0;1;1;0;3;1;1;0;0;0;0;0;0;2;0;1;0;0;0
Bandé;Hassane;20;BurkinaFaso;Eredivisie;AFCAjax;0;3;LeftWinger;7500000;5;11;2;0;4;7;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Araújo;Luiz;22;Brazil;Ligue1;LOSCLille;0;0;LeftWinger;7000000;4;11;6;0;37;23;9;0;0;0;2;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0
N'Koudou;Georges0Kevin;23;France;Ligue1;Monaco;1;6;LeftWinger;7000000;;7;6;0;39;17;3;0;0;0;2;2;0;12;6;0;0;0;0;5;2;0;6;3;1;0;0;0
Diaby;Moussa;19;France;Ligue1;ParisSG;3;3;LeftWinger;7000000;2;3;6;0;8;5;0;0;0;0;1;1;0;3;0;0;0;0;0;4;5;0;2;4;1;0;0;0
Cheryshev;Denis;28;Russia;LaLiga;Valencia;6;20;LeftWinger;7000000;1;24;22;0;45;52;21;1;1;0;3;3;0;10;6;5;0;0;0;3;2;0;12;9;2;0;0;0
Sansone;Nicola;27;Italy;SerieA;Bologna;0;3;LeftWinger;7000000;1;68;31;0;80;95;42;2;2;3;4;1;0;4;3;0;0;1;1;2;1;0;5;5;2;0;0;0
Borini;Fabio;27;Italy;SerieA;ACMilan;0;1;LeftWinger;7000000;3;55;20;0;58;64;33;1;0;6;4;2;0;16;4;2;0;0;1;3;5;0;9;5;2;0;0;0
Sobhi;Ramadan;22;Egypt;PremierLeague;Ahly;4;9;LeftWinger;7000000;3;18;16;0;50;30;15;0;1;1;4;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Sobhi;Ramadan;22;Egypt;PremierLeague;Ahly;4;9;LeftWinger;7000000;3;18;16;0;50;30;15;0;1;1;4;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Everton;;22;Brazil;SérieA;Grêmio;0;2;LeftWinger;7000000;4;25;9;0;45;29;7;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;13;2;0;0;0;0
EdmílsonJunior;;24;Belgium;StarsLeague;AlDuhail;0;0;LeftWinger;7000000;4;31;18;0;40;75;18;3;2;3;4;1;0;3;7;2;0;0;0;1;0;0;0;5;0;0;0;1
Raphinha;;22;Brazil;LigaNOS;SportingCP;0;0;LeftWinger;6500000;5;24;12;0;26;28;14;0;0;2;5;2;0;4;3;0;0;0;0;1;1;0;1;2;1;0;0;0
Acheampong;Frank;25;Ghana;SuperLeague;TJTeda;2;20;LeftWinger;6500000;;37;21;0;51;28;10;0;0;4;2;1;0;1;2;2;0;0;0;8;6;0;13;6;4;0;0;0
Atsu;Christian;27;Ghana;PremierLeague;Newcastle;10;59;LeftWinger;6000000;3;21;18;0;59;50;10;0;0;1;0;3;0;10;6;2;0;0;0;0;1;0;12;3;0;0;0;0
Nasri;Samir;31;France;PremierLeague;WestHam;5;41;LeftWinger;6000000;1;54;73;0;78;141;40;0;1;1;8;8;0;18;15;3;0;0;2;9;10;0;9;26;11;1;0;0
Misidjan;Virgil;25;Netherlands;Bundesliga;1.FCNuremberg;0;1;LeftWinger;6000000;3;51;38;0;50;87;28;1;1;1;4;3;0;2;6;4;0;0;0;3;2;0;4;13;2;0;0;0
Grifo;Vincenzo;25;Italy;Bundesliga;SCFreiburg;0;1;LeftWinger;6000000;1;47;55;0;40;49;10;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Zeneli;Arbër;23;Kosovo;Ligue1;Reims;6;15;LeftWinger;6000000;5;62;50;0;30;67;3;0;0;5;7;2;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0
Villa;Toni;24;Spain;LaLiga;RealValladolid;0;0;LeftWinger;6000000;3;17;4;0;18;75;25;0;0;0;0;1;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0
Tello;Cristian;27;Spain;LaLiga;RealBetis;0;1;LeftWinger;6000000;4;39;38;0;118;60;9;0;0;0;8;8;0;16;3;1;0;0;0;7;4;0;15;9;0;0;0;0
Fernando;;19;Brazil;PremierLiga;ShakhtarD.;0;0;LeftWinger;5500000;5;2;1;0;7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Verbic;Benjamin;25;Slovenia;PremierLiga;DynamoKyiv;3;20;LeftWinger;5500000;4;66;39;0;44;72;52;1;3;4;0;0;0;2;1;1;0;0;0;5;3;0;2;8;3;0;0;0
Trezeguet;;24;Egypt;SüperLig;Kasimpasa;4;33;LeftWinger;5500000;3;31;27;0;45;38;18;0;1;1;4;1;0;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0
Success;Isaac;23;Nigeria;PremierLeague;Watford;0;4;LeftWinger;5000000;5;15;10;0;49;30;19;1;0;1;3;2;0;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0
Babel;Ryan;32;Netherlands;PremierLeague;Fulham;8;54;LeftWinger;5000000;1;86;55;0;116;102;39;1;3;2;6;8;0;12;12;3;0;0;0;14;7;0;22;13;3;0;1;0
Sako;Bakary;30;Mali;PremierLeague;CrystalPalace;9;19;LeftWinger;5000000;1;62;53;1;90;84;21;0;1;7;11;2;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0
Woodburn;Ben;19;Wales;PremierLeague;Liverpool;1;9;LeftWinger;5000000;4;10;8;0;12;11;2;0;0;0;1;0;0;2;2;0;0;0;0;2;2;0;0;3;1;0;0;1
Caiuby;;30;Brazil;Bundesliga;FCAugsburg;0;0;LeftWinger;5000000;2;44;43;0;57;45;58;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0
Djenepo;Moussa;20;Mali;JupilerProLeague;StandardLiège;0;4;LeftWinger;5000000;;6;5;0;23;12;7;1;0;0;0;0;0;6;0;2;0;0;0;3;0;0;1;2;3;0;0;0
Sigurdsson;Arnór;19;Iceland;PremierLiga;CSKAMoscow;0;2;LeftWinger;5000000;5;5;4;0;26;14;2;0;0;0;0;1;0;2;1;3;0;0;0;2;1;0;2;2;2;0;0;0
Nani;;32;Portugal;LigaNOS;SportingCP;23;112;LeftWinger;5000000;2;67;97;0;80;98;44;1;2;5;13;9;0;3;7;6;1;0;1;11;16;0;17;28;9;0;1;0
Idrissi;Oussama;22;Morocco;Eredivisie;AZAlkmaar;0;0;LeftWinger;5000000;4;36;25;0;38;55;15;0;0;0;10;3;0;1;3;0;0;0;1;0;0;0;0;0;0;0;0;0
Larsson;Sam;25;Sweden;Eredivisie;Feyenoord;1;4;LeftWinger;5000000;3;40;53;0;17;70;6;1;0;3;7;9;0;4;4;0;0;0;0;0;0;0;5;0;0;0;0;0
Inui;Takashi;30;Japan;LaLiga;Alavés;6;34;LeftWinger;5000000;1;61;61;0;36;129;38;3;0;0;2;3;0;8;4;4;0;0;1;5;0;0;3;8;3;0;0;0
García;Álvaro;26;Spain;LaLiga;RayoVallecano;0;0;LeftWinger;5000000;5;29;14;0;49;45;22;0;0;0;2;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ndiaye;Amath;22;Senegal;LaLiga;Getafe;0;4;LeftWinger;5000000;4;16;9;0;8;46;18;0;0;0;1;0;0;2;0;0;0;0;0;3;2;0;2;2;1;0;0;0
